,strategy,long_leg,short_leg
2020-05-21,0.0010699267171877932,-0.006887730549260135,-0.007957657266447928
2020-05-26,-0.01741324059375208,0.011253579280006266,0.028666819873758347
2020-05-31,0.003728104127558401,0.024521607282829084,0.020793503155270683
2020-06-05,0.01449314287814265,0.022645809174251283,0.008152666296108634
2020-06-10,-0.04849900365087522,-0.09237519446546942,-0.0438761908145942
2020-06-15,-0.009869586962922686,0.007244697338483957,0.017114284301406643
2020-06-20,-0.0021098779789371636,-0.023167453386208972,-0.02105757540727181
2020-06-25,0.004721519704959595,-0.0024751373791817542,-0.007196657084141349
2020-06-30,-0.0036656416889397775,0.015264401739521913,0.01893004342846169
2020-07-05,-0.025109277573811983,-0.02706365380269744,-0.0019543762288854547
2020-07-10,0.0272435855409406,0.04479394778310077,0.017550362242160174
2020-07-15,-0.0039614422754728805,0.004807156133507624,0.008768598408980505
2020-07-20,-0.0002503264581112767,-0.007345235098534375,-0.007094908640423099
2020-07-25,-0.0008279371972641318,-0.0013663123445282232,-0.0005383751472640913
2020-07-30,-0.02987757767203398,-0.027328834091275876,0.002548743580758103
2020-08-04,0.018864366054017152,0.031249236117141393,0.012384870063124243
2020-08-09,-0.005211161802677819,-0.0007925477858373043,0.004418614016840515
2020-08-14,0.0010012007358429606,0.004601351061784849,0.0036001503259418884
2020-08-19,-0.025203343992498725,-0.010617899346560936,0.014585444645937789
2020-08-24,-0.004856583500904682,0.015381010943357585,0.020237594444262267
2020-08-29,-0.018259398457220882,0.019983312456965163,0.038242710914186046
2020-09-03,0.009632612602451573,-0.04912048006481856,-0.058753092667270135
2020-09-08,-0.012033696086000486,0.0009754658109357498,0.013009161896936235
2020-09-13,-0.020317110816000968,-0.018816847911293608,0.0015002629047073588
2020-09-18,-0.0011227254490456355,-0.00017132038145492058,0.0009514050675907149
2020-09-23,-0.014024226527129813,-0.009551154923856794,0.004473071603273019
2020-09-28,0.005580845972964429,0.010666332972704418,0.005085486999739989
2020-10-03,-0.0030159978257401215,0.0034018345616916683,0.00641783238743179
2020-10-08,0.012127782658117358,0.02462848435694912,0.012500701698831761
2020-10-13,-0.00239107357176346,-0.013875757506425352,-0.011484683934661892
2020-10-18,0.018894419982074754,0.022601000374225355,0.003706580392150601
2020-10-23,-0.008506540300778472,-0.015662110234186104,-0.007155569933407634
2020-10-28,0.005304433073088807,-0.02847842430863787,-0.03378285738172668
2020-11-02,0.026011437366557207,0.06794725371394976,0.04193581634739255
2020-11-07,0.0026629336411162427,0.01605109475905512,0.013388161117938877
2020-11-12,-0.00464975094141651,0.00487720549509075,0.00952695643650726
2020-11-17,0.02519201717090791,-0.001929088278991234,-0.027121105449899145
2020-11-22,0.022157511102026437,0.0324830309046563,0.01032551980262986
2020-11-27,0.0061536510368238465,0.011584143496877208,0.005430492460053361
2020-12-02,0.003972236238479813,0.017926351299489676,0.013954115061009863
2020-12-07,0.008514180146325557,-0.0023151719934524123,-0.01082935213977797
2020-12-12,0.012043123091546443,0.017483490931686104,0.005440367840139661
2020-12-17,0.007957972410196815,0.01497474532283875,0.007016772912641935
2020-12-22,0.0010037337903498174,-0.0029028698627231227,-0.00390660365307294
2020-12-27,0.01673809138415893,0.016045008060697356,-0.0006930833234615758
2021-01-01,0.009941123313265066,0.01723243559613619,0.0072913122828711235
2021-01-06,0.011000811159552166,0.029313506743468158,0.018312695583915992
2021-01-11,0.010105761898190381,-0.003875025286153919,-0.0139807871843443
2021-01-16,-0.003524265518848456,0.005633113195447207,0.009157378714295663
2021-01-21,0.0009898516352329079,-0.011636689716809819,-0.012626541352042726
2021-01-26,-0.010491271571106173,-0.04752150009712498,-0.03703022852601881
2021-01-31,-0.0044273400971105645,0.022087859462965237,0.0265151995600758
2021-02-05,0.000966185094479502,0.009857006890161337,0.008890821795681835
2021-02-10,0.0026195898939807534,0.004167095443655269,0.0015475055496745153
2021-02-15,0.003660546854539915,-0.014117449857253373,-0.01777799671179329
2021-02-20,0.0012788070469134175,0.012358809464369076,0.011080002417455659
2021-02-25,-0.015838901893456568,-0.027668260422284416,-0.011829358528827848
2021-03-02,-0.0012311718169791073,-0.006447436975864659,-0.005216265158885552
2021-03-07,-0.03675873404995428,0.009119295573121902,0.04587802962307618
2021-03-12,-0.006983063894518951,-0.0007578690298035481,0.006225194864715403
2021-03-17,0.02362069125703564,0.001045681874946202,-0.022575009382089437
2021-03-22,-0.009801664959456599,0.006785313273215271,0.01658697823267187
2021-03-27,0.00842859628165555,0.0031841544227513992,-0.005244441858904151
2021-04-01,-0.002850275013243685,0.008002810950274922,0.010853085963518607
2021-04-06,0.0027389410432002038,0.010615275608116138,0.007876334564915934
2021-04-11,0.006046357385748841,0.011842048994517879,0.005795691608769037
2021-04-16,-0.015102973604123162,-0.013146303775309452,0.00195666982881371
2021-04-21,-0.010801417157610798,0.0026687277287412853,0.013470144886352084
2021-04-26,-0.0009147868695910475,0.0034278941708157824,0.00434268104040683
2021-05-01,0.00042432233142625816,0.0011488519166908502,0.000724529585264592
2021-05-06,-0.007258814087675168,0.010821537455573373,0.01808035154324854
2021-05-11,0.0004884251527424218,-0.007316222297920467,-0.007804647450662889
2021-05-16,-0.01607882284117675,-0.007565875450001358,0.00851294739117539
2021-05-21,-0.0076088142785722115,-0.007617687148856654,-8.872870284442756e-06
2021-05-26,0.00118309829439865,0.010953176374232019,0.009770078079833369
2021-05-31,-0.0018693304108378887,0.01128714839773845,0.013156478808576339
2021-06-05,-0.008194958656256867,-0.00986306322299569,-0.001668104566738822
2021-06-10,0.0006993267019798736,0.008367700627757182,0.007668373925777308
2021-06-15,-0.006856401133493773,-0.028334614016444156,-0.021478212882950383
2021-06-20,0.020631682972142348,0.025853957517457817,0.005222274545315468
2021-06-25,-0.021616877186313374,-0.0019971798449528975,0.019619697341360477
2021-06-30,0.003751266525970732,0.017835886613602497,0.014084620087631766
2021-07-05,-0.010944671166137872,0.0035472965650907243,0.014491967731228596
2021-07-10,-0.01979563118331274,-0.006303528609542106,0.013492102573770634
2021-07-15,-0.011325755832738987,-0.0164427882073521,-0.005117032374613114
2021-07-20,-0.0038644138316440216,0.02940695552153877,0.03327136935318279
2021-07-25,-0.0075929334226042785,-0.0027199615909723786,0.0048729718316319
2021-07-30,0.005867242780496337,0.008574503135452818,0.0027072603549564813
2021-08-04,-0.0032277173094161296,0.0010767992180253808,0.00430451652744151
2021-08-09,-0.001695027359530808,0.012214924688873816,0.013909952048404624
2021-08-14,0.00662633406100282,-0.014003034832341466,-0.020629368893344286
2021-08-19,-0.024210440592086425,0.003984436339288748,0.028194876931375172
2021-08-24,0.004318639549152743,0.008519366638860382,0.0042007270897076385
2021-08-29,0.006072896212344951,0.006940830424400129,0.0008679342120551782
2021-09-03,-0.004602793315802768,0.00011056050817676377,0.004713353823979531
2021-09-08,-0.00631566814417377,-0.014658178706933611,-0.008342510562759841
2021-09-13,0.015402641274817086,0.000734306907171637,-0.014668334367645449
2021-09-18,-0.008176768187275384,0.004935762683008875,0.013112530870284259
2021-09-23,0.026676867321122545,0.03404696426321563,0.0073700969420930846
2021-09-28,0.009907328151101074,-0.011530204114385068,-0.021437532265486142
2021-10-03,-0.003531921048282753,0.018961034268611003,0.022492955316893756
2021-10-08,-0.0003986220186136671,-0.0008481099777496488,-0.0004494879591359817
2021-10-13,-0.0008060159180557497,0.022776375549637108,0.023582391467692858
2021-10-18,0.02950742713804468,0.018085165839221696,-0.011422261298822983
2021-10-23,0.017954516102054445,-0.007063823754737765,-0.02501833985679221
2021-10-28,0.01629012890795326,0.0274619390070088,0.011171810099055542
2021-11-02,-0.007736602098117794,0.022805213067492894,0.03054181516561069
2021-11-07,-0.009261267003455077,-0.018129602480684903,-0.008868335477229827
2021-11-12,-0.00032969780964122765,0.008462549957561771,0.008792247767202999
2021-11-17,0.011137218412691014,0.0035767216362436773,-0.007560496776447337
2021-11-22,-0.0025604246689351455,0.0052052677493834125,0.007765692418318558
2021-11-27,-0.0025180133406665153,-0.02787237758752025,-0.025354364246853736
2021-12-02,0.0012921019399731188,0.006756067473433092,0.0054639655334599736
2021-12-07,-0.004712225340992991,0.03045641245525691,0.0351686377962499
2021-12-12,-0.0010744535088557505,0.007522378274992369,0.00859683178384812
2021-12-17,-0.003952752603496748,-0.0034293864488238093,0.0005233661546729385
2021-12-22,0.008933216027635721,0.024127473508049377,0.015194257480413656
2021-12-27,-0.002935424999571868,-0.005573229420507354,-0.002637804420935486
2022-01-01,0.01455493759310241,-0.0013025084435060886,-0.015857446036608498
2022-01-06,0.006661676181867195,0.0005636166061487504,-0.0060980595757184446
2022-01-11,-0.0011321015785847703,-8.903781836760907e-05,0.0010430637602171612
2022-01-16,0.007509347897054112,-0.007005410661219263,-0.014514758558273375
2022-01-21,0.01969848578803529,-0.0069838142886670136,-0.026682300076702303
2022-01-26,-0.035883518203277405,0.000842262253588215,0.03672578045686562
2022-01-31,0.003293976481979902,0.007508810574569369,0.004214834092589467
2022-02-05,-0.0005837299621909986,0.019119718937482773,0.01970344889967377
2022-02-10,0.004067103587503652,-0.03264176308769872,-0.03670886667520237
2022-02-15,-0.00029295092297016573,-0.009951438660561546,-0.00965848773759138
2022-02-20,-0.007779441918389241,-0.014645921231625066,-0.006866479313235824
2022-02-25,0.009644676796855971,0.020805759081711152,0.01116108228485518
2022-03-02,0.022482405808416615,0.02205713846341011,-0.000425267345006506
2022-03-07,-0.012314839214040408,-0.009328122488994738,0.0029867167250456706
2022-03-12,0.009900965504546382,0.02671092116389904,0.016809955659352657
2022-03-17,0.004803046974734493,0.02561740772064307,0.02081436074590858
2022-03-22,0.011485997583714411,0.022584838296677397,0.011098840712962986
2022-03-27,-0.0010230809058494085,-0.008344074403146757,-0.007320993497297349
2022-04-01,-0.010054674617113603,-0.01054020120276397,-0.0004855265856503659
2022-04-06,-0.028032113065665505,-0.003068613246857912,0.02496349981880759
2022-04-11,0.008457609126510286,0.001086543483053922,-0.007371065643456364
2022-04-16,-0.033119430515614966,0.0002432063408286337,0.0333626368564436
2022-04-21,-0.013096819195647619,-0.05155486386175996,-0.03845804466611234
2022-04-26,0.022166917019786497,-0.02034794468201873,-0.042514861701805226
2022-05-01,-0.017697407805174516,-0.004058516974133328,0.013638890831041188
2022-05-06,0.013974544200091614,0.005495948644087969,-0.008478595556003644
2022-05-11,0.00570172304669091,0.015209745758290975,0.009508022711600065
2022-05-16,-0.006633636850086853,-0.03919928653016214,-0.03256564968007529
2022-05-21,-0.004106266088042563,-0.009188453989860035,-0.005082187901817472
2022-05-26,0.03235739615998179,0.0616741516353405,0.029316755475358707
2022-05-31,-0.007232305752935004,-0.014646720521644091,-0.007414414768709087
2022-06-05,-0.02466093980205037,-0.03000926527183263,-0.0053483254697822575
2022-06-10,0.001886615881988147,-0.02787807307712479,-0.029764688959112936
2022-06-15,0.006375878145814434,-0.007558784882307387,-0.01393466302812182
2022-06-20,0.012584102684407156,0.03238716851145383,0.019803065827046676
2022-06-25,0.0018051915460388368,-0.022346672239700188,-0.024151863785739025
2022-06-30,-0.018364365127199574,-0.0160006364997393,0.002363728627460273
2022-07-05,0.004069062628346019,0.017947816523564513,0.013878753895218494
2022-07-10,-0.001588326955620712,-0.016893901704734874,-0.015305574749114162
2022-07-15,0.010549669862258255,0.046838312967003325,0.03628864310474507
2022-07-20,-0.00488100779122948,0.004650595772982143,0.009531603564211623
2022-07-25,0.018418115842351777,0.0488692818054649,0.03045116596311312
2022-07-30,-0.0005573673426052129,-0.00025867597676058375,0.00029869136584462913
2022-08-04,-0.00787427771820055,-0.007907173176411354,-3.289545821080352e-05
2022-08-09,-0.0029259180230651258,0.03097802743843723,0.033903945461502355
2022-08-14,0.00832098850023013,0.007777987042225467,-0.000543001458004663
2022-08-19,0.01675074894854401,-0.0016451780515319902,-0.018395927000076
2022-08-24,-0.002034534958019453,-0.019230042027233774,-0.01719550706921432
2022-08-29,-0.017797155623432943,-0.03137692023298508,-0.013579764609552136
2022-09-03,-0.0015209796819419964,0.012960104084835633,0.01448108376677763
2022-09-08,0.003831642009969237,0.020332780917452532,0.016501138907483295
2022-09-13,-0.009806432484540814,-0.06230665916540693,-0.05250022668086612
2022-09-18,0.007229703932199405,-0.025601927220037984,-0.03283163115223739
2022-09-23,0.007150121130181656,-0.021161189220730993,-0.02831131035091265
2022-09-28,0.0030914212203296872,-0.015200282397406324,-0.01829170361773601
2022-10-03,0.019301826535141644,0.011695363465613989,-0.007606463069527655
2022-10-08,-0.0039501397729871796,-0.010703099027904096,-0.006752959254916917
2022-10-13,-0.0013686123678118764,0.0016835760010152877,0.003052188368827164
2022-10-18,-0.0011305045765088954,0.013848704519059528,0.014979209095568423
2022-10-23,0.021159400164285174,0.010711326593485001,-0.010448073570800173
2022-10-28,-0.01467344620777391,0.004146118011091151,0.018819564218865062
2022-11-02,0.018319271969207917,-0.008969679527447805,-0.027288951496655722
2022-11-07,0.0286708506573693,0.0558710638170068,0.027200213159637502
2022-11-12,0.0020762515199127954,0.0023055012540761314,0.00022924973416333597
2022-11-17,0.003592395175445273,0.002683286715740029,-0.000909108459705244
2022-11-22,0.0037504987466508814,0.019472287849951257,0.015721789103300375
2022-11-27,0.012911020977507827,0.03575383284637212,0.02284281186886429
2022-12-02,-0.0014814263911821137,-0.013248021269963344,-0.01176659487878123
2022-12-07,0.00523383756033139,0.0031880880191918195,-0.00204574954113957
2022-12-12,0.00980230704008814,-0.015783599603795315,-0.025585906643883456
2022-12-17,0.0019088027067272126,0.02378932367656848,0.021880520969841267
2022-12-22,-0.011702181373539816,-0.017069545937940963,-0.005367364564401148
2022-12-27,0.005997533285553813,0.0027685193632070687,-0.0032290139223467443
2023-01-01,-0.003958825795547816,-0.006528006763180678,-0.002569180967632862
2023-01-06,0.017341071424999764,0.03761987572553725,0.020278804300537488
2023-01-11,0.0034675705768687573,0.016521443090012838,0.01305387251314408
2023-01-16,-0.007286874082640362,-0.023298963032963974,-0.016012088950323612
2023-01-21,0.00594738214061912,-0.0009024792568242781,-0.006849861397443398
2023-01-26,0.011094564032527534,0.02797915721816078,0.016884593185633245
2023-01-31,-0.009347457996220408,0.0161547142854592,0.025502172281679607
2023-02-05,0.0010838833851403839,-0.007373562910219818,-0.008457446295360202
2023-02-10,0.009930407781056493,0.006877791629795991,-0.003052616151260501
2023-02-15,-0.011755461903331701,-0.02019605555944439,-0.00844059365611269
2023-02-20,0.003167732813656723,-0.008960297396682837,-0.01212803021033956
2023-02-25,-0.006663443944634336,-0.008105670976687412,-0.0014422270320530763
2023-03-02,0.00932908877066943,0.027105984895368796,0.017776896124699366
2023-03-07,0.00387993247328864,-0.038461340123158425,-0.042341272596447065
2023-03-12,0.026615174532848892,0.032824912354696215,0.006209737821847322
2023-03-17,-0.0005169258176274186,-0.0032741062114491643,-0.0027571803938217457
2023-03-22,0.011716285268795307,-0.007493208256439005,-0.019209493525234312
2023-03-27,0.0035058855526202276,0.027280627719202664,0.023774742166582437
2023-04-01,-0.009056931322603797,-0.005291833637812776,0.003765097684791021
2023-04-06,-0.005874382104986198,-0.0026734862620470755,0.003200895842939122
2023-04-11,0.007738879627462502,0.015171205108501054,0.007432325481038552
2023-04-16,0.012518190529075516,-0.004894539529209043,-0.01741273005828456
2023-04-21,-0.0003313678570346489,-0.01393261294593316,-0.013601245088898511
2023-04-26,-0.0044057862144906736,0.004181792932155759,0.008587579146646433
2023-05-01,0.00827193660416782,-0.00922964626128154,-0.01750158286544936
2023-05-06,0.0011027249577420764,-0.00381344401367124,-0.004916168971413316
2023-05-11,0.007329325852899616,0.004822908729121006,-0.00250641712377861
2023-05-16,-0.004329931646259872,0.014980197386560349,0.01931012903282022
2023-05-21,-0.0031345011513328296,-0.020818583346193985,-0.017684082194861155
2023-05-26,-0.002592638796031301,0.011672809877008306,0.014265448673039607
2023-05-31,0.0004043022023255422,0.015933782306723508,0.015529480104397966
2023-06-05,-0.01896647187398712,0.0039000806325546456,0.022866552506541765
2023-06-10,0.00891718840360052,0.013147953779472598,0.004230765375872078
2023-06-15,0.0023057273583325048,0.010351830052706542,0.008046102694374037
2023-06-20,-0.007914519213639276,-0.015778986339977687,-0.00786446712633841
2023-06-25,0.0006019362060822285,0.009831945413447818,0.009230009207365589
2023-06-30,0.0021489329291286743,0.012736994734917729,0.010588061805789055
2023-07-05,-0.01021492972644392,-0.021445649752152556,-0.011230720025708636
2023-07-10,0.022025629013548084,0.02917046107512683,0.007144832061578747
2023-07-15,0.006021417377620443,0.016604378389674206,0.010582961012053763
2023-07-20,-0.008548830931673471,0.002426759628298466,0.010975590559971937
2023-07-25,0.005451528762646729,-0.0003474186958347101,-0.00579894745848144
2023-07-30,0.005747307754843792,-0.011669671312193763,-0.017416979067037555
2023-08-04,-0.011273023508031516,-0.011036342423937473,0.00023668108409404372
2023-08-09,0.01617778415757029,0.002033821827741372,-0.014143962329828917
2023-08-14,0.016044335315483445,-0.012039452183943608,-0.028083787499427054
2023-08-19,-0.0057631481487214874,-0.00042683420742569,0.005336313941295798
2023-08-24,-0.004483398468687794,-0.006677340361023596,-0.002193941892335802
2023-08-29,-0.007425329233762859,0.007652012142143626,0.015077341375906486
2023-09-03,0.0067402020289659675,-0.0020750544246731246,-0.008815256453639092
2023-09-08,0.007057838460868261,0.0031531096572288394,-0.003904728803639422
2023-09-13,-0.00913604842175397,-0.00554756874027786,0.0035884796814761085
2023-09-18,-0.004606462526942724,-0.02842653012448382,-0.023820067597541097
2023-09-23,0.00508204005938136,-0.01703315109460172,-0.02211519115398308
2023-09-28,-0.010688151011851174,-0.00591862900629842,0.0047695220055527544
2023-10-03,-0.005964796158263619,-0.004876318502523359,0.0010884776557402599
2023-10-08,0.010646227275973717,0.008415939487513336,-0.0022302877884603813
2023-10-13,0.006034024275028214,0.006337036748883507,0.0003030124738552923
2023-10-18,0.013966087430673516,-0.01615036684891387,-0.030116454279587385
2023-10-23,0.021715085581665322,-0.012448449226019558,-0.03416353480768488
2023-10-28,0.004332382973860158,0.011106721470574777,0.006774338496714619
2023-11-02,0.0051554939197885966,0.03620411847283921,0.031048624553050616
2023-11-07,-0.004223041197838369,-0.004223735381136474,-6.941832981048612e-07
2023-11-12,0.0073806502745827444,0.018096806156097166,0.010716155881514422
2023-11-17,0.001556970785082109,0.0041226687258744815,0.0025656979407923724
2023-11-22,0.008045666093732513,0.006824244776589325,-0.0012214213171431877
2023-11-27,0.0032934777139003533,0.011398888732673295,0.008105411018772941
2023-12-02,0.01024975429891981,0.0005141145685450149,-0.009735639730374796
2023-12-07,0.0008946665018051223,0.003314920315916326,0.0024202538141112036
2023-12-12,-0.03224991955049261,0.0037991875917343064,0.03604910714222692
2023-12-17,0.0092102353766911,0.005661458122992411,-0.00354877725369869
2023-12-22,0.01564531241722974,0.005240964095989269,-0.010404348321240469
2023-12-27,-0.001714667824169287,-0.00046613014481628693,0.0012485376793530002
2024-01-01,0.001757861195318882,-0.010297828171050277,-0.012055689366369159
2024-01-06,-0.00269737085080656,0.004155737866140898,0.006853108716947458
2024-01-11,-0.0014518707678966994,0.004327242753856819,0.005779113521753519
2024-01-16,0.007010852009272459,0.02177563370688637,0.014764781697613912
2024-01-21,0.010899912651154425,0.0023904029060577564,-0.008509509745096669
2024-01-26,0.0014268447043417772,0.0015956093635411187,0.00016876465919934145
2024-01-31,0.00504803470525373,0.0020536201137753077,-0.0029944145914784226
2024-02-05,0.012327529499249753,0.02293178601033689,0.010604256511087137
2024-02-10,-0.0003167128264565458,-0.00862557725972472,-0.008308864433268174
2024-02-15,-0.003943988187777607,0.0032834215694310144,0.007227409757208621
2024-02-20,-0.00172068210133006,0.014697544382888915,0.016418226484218975
2024-02-25,-0.01612053344576588,-0.010508143300834433,0.0056123901449314445
2024-03-01,0.0015300397383699207,-0.001600001134395443,-0.0031300408727653636
2024-03-06,-0.00864957115029203,0.002265902531356002,0.010915473681648033
2024-03-11,-0.010603005085563364,-0.01692684326144539,-0.006323838175882026
2024-03-16,0.003817394248008237,0.014108976115658815,0.010291581867650577
2024-03-21,0.011208466629988494,-0.001276125584146423,-0.012484592214134917
2024-03-26,0.0003734944553935443,0.010400090959353653,0.010026596503960108
2024-03-31,-0.01370395647313287,-0.031200286490005134,-0.017496330016872265
2024-04-05,-0.0027124431465076065,0.008569952136211267,0.011282395282718873
2024-04-10,0.01658378611116109,-0.007785908453142171,-0.02436969456430326
2024-04-15,-0.00573124846553134,-0.006671773345430207,-0.0009405248798988672
2024-04-20,-0.013131271660967942,0.00632162925319789,0.019452900914165832
2024-04-25,0.0090183907083014,0.0036397953184446777,-0.0053785953898567215
2024-04-30,-0.013548476252389356,0.002057483246021054,0.01560595949841041
2024-05-05,-0.015401236326237893,-0.0011967547040199688,0.014204481622217924
2024-05-10,-0.006737288749298436,0.00476124284442543,0.011498531593723866
2024-05-15,-0.002575293363930224,0.008267131586947394,0.010842424950877618
2024-05-20,0.009271709928735031,-0.00472128579620657,-0.013992995724941601
2024-05-25,9.94408391326411e-05,-0.008775893729125295,-0.008875334568257936
2024-05-30,-0.001185272851943097,0.01587761025626861,0.017062883108211708
2024-06-04,0.016810766060071952,0.025609831779958143,0.00879906571988619
2024-06-09,-0.014621484433299763,-0.008568372495424914,0.006053111937874849
2024-06-14,-0.007504203163352762,-0.001857604322924521,0.005646598840428241
2024-06-19,0.002708268037398065,0.00010247667930059746,-0.0026057913580974676
