,0
2024-03-06,0.018846056464574844
2024-03-11,-0.001288983594714915
2024-03-16,0.022624340059385933
2024-03-21,0.004558370478070562
2024-03-26,-0.0023752664299682294
2024-03-31,-0.009563460690854944
2024-04-05,0.010023038570422348
2024-04-10,-0.030895167966081886
2024-04-15,-0.030957926745509658
2024-04-20,0.026370352164700003
2024-04-25,-0.010553049465714483
2024-04-30,0.012541851471280894
2024-05-05,0.018335939004153468
2024-05-10,0.015796845746967138
2024-05-15,0.0141428060764891
2024-05-20,0.00027341565923295376
2024-05-25,-0.00402721938914667
2024-05-30,0.016398023773449982
2024-06-04,0.01454154818006509
2024-06-09,0.01569993823145706
2024-06-14,0.005666901158603351
2024-06-19,-0.0016652883662014357
2024-06-24,-0.0007579128575351721
2024-06-29,0.020369915859522213
2024-07-04,0.00854561922427861
2024-07-09,0.010419542835222442
2024-07-14,-0.01984716650059574
2024-07-19,-0.0265681109167421
2024-07-24,-0.021707245622578364
2024-07-29,-0.02083058448816484
2024-08-03,-0.00044896926228249045
2024-08-08,0.04800864105724907
2024-08-13,0.04819128971612646
2024-08-18,0.014364510064582075
2024-08-23,0.003819871706610022
2024-08-28,-0.01897261595880629
2024-09-02,-0.03190178348605901
2024-09-07,0.039445284454613844
2024-09-12,0.011480191644052153
2024-09-17,0.015060634074005675
2024-09-22,0.006226921580973438
2024-09-27,-0.007938695263557276
2024-10-02,0.007396251347019782
2024-10-07,0.011060014193616432
2024-10-12,0.008500293134096889
2024-10-17,-0.00774071187705817
2024-10-22,-0.005216875190771856
2024-10-27,-0.013750908025073843
2024-11-01,0.04584417935208056
2024-11-06,0.034206571880920786
2024-11-11,-0.02105559597087716
2024-11-16,0.016676072323963426
2024-11-21,0.013701355327635651
2024-11-26,0.010386147591091332
2024-12-01,0.009550812278895652
2024-12-06,-0.003935211282063418
2024-12-11,0.0025981034886620436
2024-12-16,-0.020070837124528743
2024-12-21,-0.00403963724415656
